Time (s),X (m),Y (m),Velocity (m/s),Phase
24.041,0.2500,0.8100,0.0000,Planting Seeds
24.091,0.2500,0.8100,0.0000,Planting Seeds
24.141,0.2500,0.8100,0.0000,Planting Seeds
24.191,0.2500,0.8100,0.0000,Planting Seeds
24.241,0.2500,0.8100,0.0000,Planting Seeds
24.291,0.2500,0.8100,0.0000,Planting Seeds
24.341,0.2500,0.8100,0.0000,Planting Seeds
24.391,0.2500,0.8100,0.0000,Planting Seeds
24.441,0.2500,0.8100,0.0000,Planting Seeds
24.491,0.2500,0.8100,0.0000,Planting Seeds
24.541,0.2500,0.8100,0.0000,Planting Seeds
24.591,0.2500,0.8100,0.0000,Planting Seeds
24.641,0.2500,0.8100,0.0000,Planting Seeds
24.691,0.2500,0.8100,0.0000,Planting Seeds
24.741,0.2500,0.8100,0.0000,Planting Seeds
24.791,0.2500,0.8100,0.0000,Planting Seeds
24.841,0.2500,0.8100,0.0000,Planting Seeds
24.891,0.2500,0.8100,0.0000,Planting Seeds
24.941,0.2500,0.8100,0.0000,Planting Seeds
24.991,0.2500,0.8100,0.0000,Planting Seeds
25.041,0.2500,0.8100,0.0000,Planting Seeds
25.091,0.2500,0.8100,0.0000,Planting Seeds
25.141,0.2500,0.8100,0.0000,Planting Seeds
25.191,0.2500,0.8100,0.0000,Planting Seeds
25.241,0.2500,0.8100,0.0000,Planting Seeds
25.291,0.2500,0.8100,0.0000,Planting Seeds
25.341,0.2500,0.8100,0.0000,Planting Seeds
25.391,0.2500,0.8100,0.0000,Planting Seeds
25.441,0.2500,0.8100,0.0000,Planting Seeds
25.491,0.2500,0.8100,0.0000,Planting Seeds
25.541,0.2500,0.8100,0.0000,Planting Seeds
25.591,0.2500,0.8100,0.0000,Planting Seeds
25.641,0.2500,0.8100,0.0000,Planting Seeds
25.691,0.2500,0.8100,0.0000,Planting Seeds
25.741,0.2500,0.8100,0.0000,Planting Seeds
25.791,0.2500,0.8100,0.0000,Planting Seeds
25.841,0.2500,0.8100,0.0000,Planting Seeds
25.891,0.2500,0.8100,0.0000,Planting Seeds
25.941,0.2500,0.8100,0.0000,Planting Seeds
25.991,0.2500,0.8100,0.0000,Planting Seeds
26.041,0.2500,0.8100,0.0000,Planting Seeds
26.091,0.2500,0.8100,0.0000,Planting Seeds
26.141,0.2500,0.8100,0.0000,Planting Seeds
26.191,0.2500,0.8100,0.0000,Planting Seeds
26.241,0.2500,0.8100,0.0000,Planting Seeds
26.241,0.2500,0.8100,0.0000,Traveling to Crop Plot
26.291,0.2496,0.8094,0.0300,Traveling to Crop Plot
26.341,0.2485,0.8074,0.0600,Traveling to Crop Plot
26.391,0.2465,0.8042,0.0900,Traveling to Crop Plot
26.441,0.2439,0.7997,0.1200,Traveling to Crop Plot
26.491,0.2404,0.7939,0.1500,Traveling to Crop Plot
26.541,0.2362,0.7868,0.1800,Traveling to Crop Plot
26.591,0.2312,0.7784,0.2100,Traveling to Crop Plot
26.641,0.2254,0.7688,0.2400,Traveling to Crop Plot
26.691,0.2189,0.7578,0.2700,Traveling to Crop Plot
26.741,0.2116,0.7456,0.3000,Traveling to Crop Plot
26.791,0.2035,0.7321,0.3300,Traveling to Crop Plot
26.825,0.1977,0.7223,0.3500,Traveling to Crop Plot
26.875,0.1888,0.7073,0.3500,Traveling to Crop Plot
26.925,0.1798,0.6923,0.3500,Traveling to Crop Plot
26.975,0.1708,0.6772,0.3500,Traveling to Crop Plot
27.025,0.1619,0.6622,0.3500,Traveling to Crop Plot
27.075,0.1529,0.6472,0.3500,Traveling to Crop Plot
27.106,0.1473,0.6377,0.3500,Traveling to Crop Plot
27.156,0.1387,0.6233,0.3200,Traveling to Crop Plot
27.206,0.1309,0.6102,0.2900,Traveling to Crop Plot
27.256,0.1238,0.5984,0.2600,Traveling to Crop Plot
27.306,0.1176,0.5879,0.2300,Traveling to Crop Plot
27.356,0.1121,0.5786,0.2000,Traveling to Crop Plot
27.406,0.1073,0.5707,0.1700,Traveling to Crop Plot
27.456,0.1034,0.5640,0.1400,Traveling to Crop Plot
27.506,0.1002,0.5587,0.1100,Traveling to Crop Plot
27.556,0.0977,0.5546,0.0800,Traveling to Crop Plot
27.606,0.0961,0.5518,0.0500,Traveling to Crop Plot
27.656,0.0952,0.5503,0.0200,Traveling to Crop Plot
27.706,0.0950,0.5500,0.0000,Activating Irrigation
27.756,0.0950,0.5500,0.0000,Activating Irrigation
27.806,0.0950,0.5500,0.0000,Activating Irrigation
27.856,0.0950,0.5500,0.0000,Activating Irrigation
27.906,0.0950,0.5500,0.0000,Activating Irrigation
27.956,0.0950,0.5500,0.0000,Activating Irrigation
28.006,0.0950,0.5500,0.0000,Activating Irrigation
28.056,0.0950,0.5500,0.0000,Activating Irrigation
28.106,0.0950,0.5500,0.0000,Activating Irrigation
28.156,0.0950,0.5500,0.0000,Activating Irrigation
28.206,0.0950,0.5500,0.0000,Activating Irrigation
28.256,0.0950,0.5500,0.0000,Activating Irrigation
28.306,0.0950,0.5500,0.0000,Activating Irrigation
28.356,0.0950,0.5500,0.0000,Activating Irrigation
28.406,0.0950,0.5500,0.0000,Activating Irrigation
28.456,0.0950,0.5500,0.0000,Activating Irrigation
28.506,0.0950,0.5500,0.0000,Activating Irrigation
28.556,0.0950,0.5500,0.0000,Activating Irrigation
28.606,0.0950,0.5500,0.0000,Activating Irrigation
28.656,0.0950,0.5500,0.0000,Activating Irrigation
28.706,0.0950,0.5500,0.0000,Activating Irrigation
28.756,0.0950,0.5500,0.0000,Activating Irrigation
28.806,0.0950,0.5500,0.0000,Activating Irrigation
28.856,0.0950,0.5500,0.0000,Activating Irrigation
28.906,0.0950,0.5500,0.0000,Activating Irrigation
28.956,0.0950,0.5500,0.0000,Activating Irrigation
29.006,0.0950,0.5500,0.0000,Activating Irrigation
29.056,0.0950,0.5500,0.0000,Activating Irrigation
29.106,0.0950,0.5500,0.0000,Activating Irrigation
29.156,0.0950,0.5500,0.0000,Activating Irrigation
29.206,0.0950,0.5500,0.0000,Activating Irrigation
29.256,0.0950,0.5500,0.0000,Activating Irrigation
29.306,0.0950,0.5500,0.0000,Activating Irrigation
29.356,0.0950,0.5500,0.0000,Activating Irrigation
29.406,0.0950,0.5500,0.0000,Activating Irrigation
29.456,0.0950,0.5500,0.0000,Activating Irrigation
29.506,0.0950,0.5500,0.0000,Activating Irrigation
29.556,0.0950,0.5500,0.0000,Activating Irrigation
29.606,0.0950,0.5500,0.0000,Activating Irrigation
29.656,0.0950,0.5500,0.0000,Activating Irrigation
29.706,0.0950,0.5500,0.0000,Activating Irrigation
29.756,0.0950,0.5500,0.0000,Activating Irrigation
29.806,0.0950,0.5500,0.0000,Activating Irrigation
29.856,0.0950,0.5500,0.0000,Activating Irrigation
29.906,0.0950,0.5500,0.0000,Activating Irrigation
29.956,0.0950,0.5500,0.0000,Activating Irrigation
30.006,0.0950,0.5500,0.0000,Activating Irrigation
30.056,0.0950,0.5500,0.0000,Activating Irrigation
30.106,0.0950,0.5500,0.0000,Activating Irrigation
30.156,0.0950,0.5500,0.0000,Activating Irrigation
